sentence,intent,tokens,BIO_tags
pls book 1 vip tix for dune part two at raj mandir,book_ticket,"[""pls"", ""book"", ""1"", ""vip"", ""tix"", ""for"", ""dune"", ""part"", ""two"", ""at"", ""raj"", ""mandir""]","[""O"", ""O"", ""B-NUM_TICKETS"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
find kalki 2898 ad in pune,search_movie,"[""find"", ""kalki"", ""2898"", ""ad"", ""in"", ""pune""]","[""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-CITY""]"
i need 5 tickets for kalki 2898 ad this next saturday,book_ticket,"[""i"", ""need"", ""5"", ""tickets"", ""for"", ""kalki"", ""2898"", ""ad"", ""this"", ""next"", ""saturday""]","[""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-DATE"", ""I-DATE""]"
please refund my booking for next saturday,cancel_ticket,"[""please"", ""refund"", ""my"", ""booking"", ""for"", ""next"", ""saturday""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-DATE"", ""I-DATE""]"
drop my reservation at cinepolis central please,cancel_ticket,"[""drop"", ""my"", ""reservation"", ""at"", ""cinepolis"", ""central"", ""please""]","[""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
find jawan in pune,search_movie,"[""find"", ""jawan"", ""in"", ""pune""]","[""O"", ""B-MOVIE_NAME"", ""O"", ""B-CITY""]"
can u book tiger 3 for 1 people,book_ticket,"[""can"", ""u"", ""book"", ""tiger"", ""3"", ""for"", ""1"", ""people""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-NUM_TICKETS"", ""O""]"
um reserve 6 vip seats in bengaluru,book_ticket,"[""um"", ""reserve"", ""6"", ""vip"", ""seats"", ""in"", ""bengaluru""]","[""O"", ""O"", ""B-NUM_TICKETS"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-CITY""]"
find interstellr in mumbai,search_movie,"[""find"", ""interstellr"", ""in"", ""mumbai""]","[""O"", ""B-MOVIE_NAME"", ""O"", ""B-CITY""]"
goodbye,goodbye,"[""goodbye""]","[""O""]"
good morning,greeting,"[""good"", ""morning""]","[""O"", ""O""]"
pls find spider man no way home in ahmedabad,search_movie,"[""pls"", ""find"", ""spider"", ""man"", ""no"", ""way"", ""home"", ""in"", ""ahmedabad""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-CITY""]"
pls reserve 6 balcony seats in kolkata,book_ticket,"[""pls"", ""reserve"", ""6"", ""balcony"", ""seats"", ""in"", ""kolkata""]","[""O"", ""O"", ""B-NUM_TICKETS"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-CITY""]"
i want to cancel tickets for top gun maverick today,cancel_ticket,"[""i"", ""want"", ""to"", ""cancel"", ""tickets"", ""for"", ""top"", ""gun"", ""maverick"", ""today""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
look up my movie booking in bengaluru,check_booking_status,"[""look"", ""up"", ""my"", ""movie"", ""booking"", ""in"", ""bengaluru""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-CITY""]"
that's all thanks,goodbye,"[""that's"", ""all"", ""thanks""]","[""O"", ""O"", ""O""]"
what movies like barbie are running in pune,search_movie,"[""what"", ""movies"", ""like"", ""barbie"", ""are"", ""running"", ""in"", ""pune""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""O"", ""B-CITY""]"
good morning,greeting,"[""good"", ""morning""]","[""O"", ""O""]"
hello,greeting,"[""hello""]","[""O""]"
hey is my reservation confirmed for 10 am,check_booking_status,"[""hey"", ""is"", ""my"", ""reservation"", ""confirmed"", ""for"", ""10"", ""am""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-TIME"", ""I-TIME""]"
yo what movis like top gun maverick are runnimg in hyderabad,search_movie,"[""yo"", ""what"", ""movis"", ""like"", ""top"", ""gun"", ""maverick"", ""are"", ""runnimg"", ""in"", ""hyderabad""]","[""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""O"", ""B-CITY""]"
pls cancel my dune part two booking at raj mandir,cancel_ticket,"[""pls"", ""cancel"", ""my"", ""dune"", ""part"", ""two"", ""booking"", ""at"", ""raj"", ""mandir""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
i want to cancel tickets for jawan today,cancel_ticket,"[""i"", ""want"", ""to"", ""cancel"", ""tickets"", ""for"", ""jawan"", ""today""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O""]"
thanks bye,goodbye,"[""thanks"", ""bye""]","[""O"", ""O""]"
yo is there a dolby show of dune part two today,check_showtime,"[""yo"", ""is"", ""there"", ""a"", ""dolby"", ""show"", ""of"", ""dune"", ""part"", ""two"", ""today""]","[""O"", ""O"", ""O"", ""O"", ""B-SCREEN_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
check my booking status for oppenheimer,check_booking_status,"[""check"", ""my"", ""booking"", ""status"", ""for"", ""oppenheimer""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME""]"
pls when is avatar the way of water shoing at inox city center,check_showtime,"[""pls"", ""when"", ""is"", ""avatar"", ""the"", ""way"", ""of"", ""water"", ""shoing"", ""at"", ""inox"", ""city"", ""center""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
that's all thanks?,goodbye,"[""that's"", ""all"", ""thanks"", ""?""]","[""O"", ""O"", ""O""]"
tlat's all thanks,goodbye,"[""tlat's"", ""all"", ""thanks""]","[""O"", ""O"", ""O""]"
plz buk me 1 for spder man no way home at 6 : 45 pm,book_ticket,"[""plz"", ""buk"", ""me"", ""1"", ""for"", ""spder"", ""man"", ""no"", ""way"", ""home"", ""at"", ""6"", "":"", ""45"", ""pm""]","[""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-TIME"", ""I-TIME"", ""I-TIME"", ""I-TIME""]"
see you later,goodbye,"[""see"", ""you"", ""later""]","[""O"", ""O"", ""O""]"
is the batman playing near kolkata,search_movie,"[""is"", ""the"", ""batman"", ""playing"", ""near"", ""kolkata""]","[""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
um is my reservation confirmed for 5 pm,check_booking_status,"[""um"", ""is"", ""my"", ""reservation"", ""confirmed"", ""for"", ""5"", ""pm""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-TIME"", ""I-TIME""]"
choose vip seat e15,select_seat,"[""choose"", ""vip"", ""seat"", ""e15""]","[""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
hey there,greeting,"[""hey"", ""there""]","[""O"", ""O""]"
pls please refund my booking for today,cancel_ticket,"[""pls"", ""please"", ""refund"", ""my"", ""booking"", ""for"", ""today""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-DATE""]"
is there a imax show of the batman today,check_showtime,"[""is"", ""there"", ""a"", ""imax"", ""show"", ""of"", ""the"", ""batman"", ""today""]","[""O"", ""O"", ""O"", ""B-SCREEN_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
show me showtimes for kalki 2898 ad on 26 may,check_showtime,"[""show"", ""me"", ""showtimes"", ""for"", ""kalki"", ""2898"", ""ad"", ""on"", ""26"", ""may""]","[""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-DATE"", ""I-DATE""]"
that's all tranks,goodbye,"[""that's"", ""all"", ""tranks""]","[""O"", ""O"", ""O""]"
any hindi movies in mumbai,search_movie,"[""any"", ""hindi"", ""movies"", ""in"", ""mumbai""]","[""O"", ""B-LANGUAGE"", ""O"", ""O"", ""B-CITY""]"
select seat c3,select_seat,"[""select"", ""seat"", ""c3""]","[""O"", ""O"", ""B-SEAT_NUMBER""]"
cacel my dune part two booking at pvr nexus mall,cancel_ticket,"[""cacel"", ""my"", ""dune"", ""part"", ""two"", ""booking"", ""at"", ""pvr"", ""nexus"", ""mall""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
can u book kalki 2898 ad for 3 people,book_ticket,"[""can"", ""u"", ""book"", ""kalki"", ""2898"", ""ad"", ""for"", ""3"", ""people""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-NUM_TICKETS"", ""O""]"
is spider man no way home playing near jaipur,search_movie,"[""is"", ""spider"", ""man"", ""no"", ""way"", ""home"", ""playing"", ""near"", ""jaipur""]","[""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
i want to cncl tix for tger 3 today,cancel_ticket,"[""i"", ""want"", ""to"", ""cncl"", ""tix"", ""for"", ""tger"", ""3"", ""today""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
hey there,greeting,"[""hey"", ""there""]","[""O"", ""O""]"
pls cancel my oppenheimer booking at carnival city mall,cancel_ticket,"[""pls"", ""cancel"", ""my"", ""oppenheimer"", ""booking"", ""at"", ""carnival"", ""city"", ""mall""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
"hi, need help pls",greeting,"[""hi"", "","", ""need"", ""help"", ""pls""]","[""O"", ""O"", ""O"", ""O""]"
when is interstellar showing at raj mandir,check_showtime,"[""when"", ""is"", ""interstellar"", ""showing"", ""at"", ""raj"", ""mandir""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
hello,greeting,"[""hello""]","[""O""]"
hey i want b12 for the show,select_seat,"[""hey"", ""i"", ""want"", ""b12"", ""for"", ""the"", ""show""]","[""O"", ""O"", ""O"", ""B-SEAT_NUMBER"", ""O"", ""O"", ""O""]"
drop my reservation at pvr nexus mall,cancel_ticket,"[""drop"", ""my"", ""reservation"", ""at"", ""pvr"", ""nexus"", ""mall""]","[""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
bye and thanks,goodbye,"[""bye"", ""and"", ""thanks""]","[""O"", ""O"", ""O""]"
what movies like kalki 2898 ad are running in bengaluru,search_movie,"[""what"", ""movies"", ""like"", ""kalki"", ""2898"", ""ad"", ""are"", ""running"", ""in"", ""bengaluru""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""O"", ""B-CITY""]"
hey drop my reservation at inox city center,cancel_ticket,"[""hey"", ""drop"", ""my"", ""reservation"", ""at"", ""inox"", ""city"", ""center""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
quick yo,greeting,"[""quick"", ""yo""]","[""O""]"
pls um i need 3 ticets for top gun maverick this tomzrrow please,book_ticket,"[""pls"", ""um"", ""i"", ""need"", ""3"", ""ticets"", ""for"", ""top"", ""gun"", ""maverick"", ""this"", ""tomzrrow"", ""please""]","[""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-DATE""]"
yo,greeting,"[""yo""]","[""O""]"
pls where is my ticket for next friday,check_booking_status,"[""pls"", ""where"", ""is"", ""my"", ""ticket"", ""for"", ""next"", ""friday""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-DATE"", ""I-DATE""]"
hey find interstellar in hyderabad,search_movie,"[""hey"", ""find"", ""interstellar"", ""in"", ""hyderabad""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-CITY""]"
pls is my rservation confirmed for 1 pm,check_booking_status,"[""pls"", ""is"", ""my"", ""rservation"", ""confirmed"", ""for"", ""1"", ""pm""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-TIME"", ""I-TIME""]"
what movies like kalki 2898 ad are running in kochi thx,search_movie,"[""what"", ""movies"", ""like"", ""kalki"", ""2898"", ""ad"", ""are"", ""running"", ""in"", ""kochi"", ""thx""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""O"", ""B-CITY""]"
see you later,goodbye,"[""see"", ""you"", ""later""]","[""O"", ""O"", ""O""]"
select seat c3,select_seat,"[""select"", ""seat"", ""c3""]","[""O"", ""O"", ""B-SEAT_NUMBER""]"
when is top gun maverick showing at carnival city mall,check_showtime,"[""when"", ""is"", ""top"", ""gun"", ""maverick"", ""showing"", ""at"", ""carnival"", ""city"", ""mall""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
hey there,greeting,"[""hey"", ""there""]","[""O"", ""O""]"
that's all thx?,goodbye,"[""that's"", ""all"", ""thx"", ""?""]","[""O"", ""O"", ""O""]"
pls look up my movie booking in kochi,check_booking_status,"[""pls"", ""look"", ""up"", ""my"", ""movie"", ""booking"", ""in"", ""kochi""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-CITY""]"
what time does jawan start in mumbai,check_showtime,"[""what"", ""time"", ""does"", ""jawan"", ""start"", ""in"", ""mumbai""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
good morning,greeting,"[""good"", ""morning""]","[""O"", ""O""]"
yo look up my movie booking in mumbai,check_booking_status,"[""yo"", ""look"", ""up"", ""my"", ""movie"", ""booking"", ""in"", ""mumbai""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-CITY""]"
plxase refund my bookig for next friday now,cancel_ticket,"[""plxase"", ""refund"", ""my"", ""bookig"", ""for"", ""next"", ""friday"", ""now""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-DATE"", ""I-DATE""]"
hello,greeting,"[""hello""]","[""O""]"
see you later,goodbye,"[""see"", ""you"", ""later""]","[""O"", ""O"", ""O""]"
yo cancel my barbie booking at cinepolis central,cancel_ticket,"[""yo"", ""cancel"", ""my"", ""barbie"", ""booking"", ""at"", ""cinepolis"", ""central""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
i need 6 tickets for top gun maverick this tomorrow,book_ticket,"[""i"", ""need"", ""6"", ""tickets"", ""for"", ""top"", ""gun"", ""maverick"", ""this"", ""tomorrow""]","[""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-DATE""]"
yo show me showtimes for barbie on today,check_showtime,"[""yo"", ""show"", ""me"", ""showtimes"", ""for"", ""barbie"", ""on"", ""today""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-DATE""]"
um please refund my booking for next frpday?,cancel_ticket,"[""um"", ""please"", ""refund"", ""my"", ""booking"", ""for"", ""next"", ""frpday"", ""?""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-DATE"", ""I-DATE""]"
hey show my booking details at luxe imax,check_booking_status,"[""hey"", ""show"", ""my"", ""booking"", ""details"", ""at"", ""luxe"", ""imax""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
yo,greeting,"[""yo""]","[""O""]"
um give me balcony around c3,select_seat,"[""um"", ""give"", ""me"", ""balcony"", ""around"", ""c3""]","[""O"", ""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
pls find dune part two in pune,search_movie,"[""pls"", ""find"", ""dune"", ""part"", ""two"", ""in"", ""pune""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-CITY""]"
that's all thanks,goodbye,"[""that's"", ""all"", ""thanks""]","[""O"", ""O"", ""O""]"
hey is jawan playing near delhi,search_movie,"[""hey"", ""is"", ""jawan"", ""playing"", ""near"", ""delhi""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
thanks bye,goodbye,"[""thanks"", ""bye""]","[""O"", ""O""]"
thanks bye,goodbye,"[""thanks"", ""bye""]","[""O"", ""O""]"
um drop my reservation at wave cinemas,cancel_ticket,"[""um"", ""drop"", ""my"", ""reservation"", ""at"", ""wave"", ""cinemas""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
bye and thx,goodbye,"[""bye"", ""and"", ""thx""]","[""O"", ""O"", ""O""]"
good morning,greeting,"[""good"", ""morning""]","[""O"", ""O""]"
yo i want to cancel tickets for oppenheimer today,cancel_ticket,"[""yo"", ""i"", ""want"", ""to"", ""cancel"", ""tickets"", ""for"", ""oppenheimer"", ""today""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O""]"
yo can u book avatar the way of water for 1 people,book_ticket,"[""yo"", ""can"", ""u"", ""book"", ""avatar"", ""the"", ""way"", ""of"", ""water"", ""for"", ""1"", ""people""]","[""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-NUM_TICKETS"", ""O""]"
cancel my barbie booking at wave cinemas,cancel_ticket,"[""cancel"", ""my"", ""barbie"", ""booking"", ""at"", ""wave"", ""cinemas""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
yo cancel the 3 seats in kochi,cancel_ticket,"[""yo"", ""cancel"", ""the"", ""3"", ""seats"", ""in"", ""kochi""]","[""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-CITY""]"
when is leo showing at raj mandir,check_showtime,"[""when"", ""is"", ""leo"", ""showing"", ""at"", ""raj"", ""mandir""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
hey check my booking status for dune part two,check_booking_status,"[""hey"", ""check"", ""my"", ""booking"", ""status"", ""for"", ""dune"", ""part"", ""two""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME""]"
hey any english movies in kocpi,search_movie,"[""hey"", ""any"", ""english"", ""movies"", ""in"", ""kocpi""]","[""O"", ""O"", ""B-LANGUAGE"", ""O"", ""O"", ""B-CITY""]"
yo,greeting,"[""yo""]","[""O""]"
drop my reservation at pvr nexus mall,cancel_ticket,"[""drop"", ""my"", ""reservation"", ""at"", ""pvr"", ""nexus"", ""mall""]","[""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
please buk me 5 for jwan at 11 pm,book_ticket,"[""please"", ""buk"", ""me"", ""5"", ""for"", ""jwan"", ""at"", ""11"", ""pm""]","[""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-TIME"", ""I-TIME""]"
find dune part two in pune,search_movie,"[""find"", ""dune"", ""part"", ""two"", ""in"", ""pune""]","[""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-CITY""]"
pls is there a 2d show of avatar the way of water today,check_showtime,"[""pls"", ""is"", ""there"", ""a"", ""2d"", ""show"", ""of"", ""avatar"", ""the"", ""way"", ""of"", ""water"", ""today""]","[""O"", ""O"", ""O"", ""O"", ""B-SCREEN_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
when is interstellar showing at raj mandir,check_showtime,"[""when"", ""is"", ""interstellar"", ""showing"", ""at"", ""raj"", ""mandir""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
hey show me spider man no way home sessions in jaipur,search_movie,"[""hey"", ""show"", ""me"", ""spider"", ""man"", ""no"", ""way"", ""home"", ""sessions"", ""in"", ""jaipur""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
thanks bye,goodbye,"[""thanks"", ""bye""]","[""O"", ""O""]"
i want c4 for the show,select_seat,"[""i"", ""want"", ""c4"", ""for"", ""the"", ""show""]","[""O"", ""O"", ""B-SEAT_NUMBER"", ""O"", ""O"", ""O""]"
i want to cancel tickets for tiger 3 today,cancel_ticket,"[""i"", ""want"", ""to"", ""cancel"", ""tickets"", ""for"", ""tiger"", ""3"", ""today""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
pls what movies like intertellar are running in ahmedabad now,search_movie,"[""pls"", ""what"", ""movies"", ""like"", ""intertellar"", ""are"", ""running"", ""in"", ""ahmedabad"", ""now""]","[""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""O"", ""B-CITY""]"
pls tell me the timings for spider man no way home at wave cinemas,check_showtime,"[""pls"", ""tell"", ""me"", ""the"", ""timings"", ""for"", ""spider"", ""man"", ""no"", ""way"", ""home"", ""at"", ""wave"", ""cinemas""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
thanks bye,goodbye,"[""thanks"", ""bye""]","[""O"", ""O""]"
um show me oppenheimer sessions in hyderabad,search_movie,"[""um"", ""show"", ""me"", ""oppenheimer"", ""sessions"", ""in"", ""hyderabad""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
cancel my interstellar booking at miraj cinemas,cancel_ticket,"[""cancel"", ""my"", ""interstellar"", ""booking"", ""at"", ""miraj"", ""cinemas""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
find avatar the way of water in chennai,search_movie,"[""find"", ""avatar"", ""the"", ""way"", ""of"", ""water"", ""in"", ""chennai""]","[""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-CITY""]"
please refund my booking for this evening,cancel_ticket,"[""please"", ""refund"", ""my"", ""booking"", ""for"", ""this"", ""evening""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-DATE"", ""I-DATE""]"
is my reservation confirmed for 3 : 15 pm,check_booking_status,"[""is"", ""my"", ""reservation"", ""confirmed"", ""for"", ""3"", "":"", ""15"", ""pm""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-TIME"", ""I-TIME"", ""I-TIME"", ""I-TIME""]"
thx bye please,goodbye,"[""thx"", ""bye"", ""please""]","[""O"", ""O""]"
good morning,greeting,"[""good"", ""morning""]","[""O"", ""O""]"
um hey where is my ticket for next friday,check_booking_status,"[""um"", ""hey"", ""where"", ""is"", ""my"", ""ticket"", ""for"", ""next"", ""friday""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-DATE"", ""I-DATE""]"
um find leo in jaipur,search_movie,"[""um"", ""find"", ""leo"", ""in"", ""jaipur""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-CITY""]"
i want e15 for the show,select_seat,"[""i"", ""want"", ""e15"", ""for"", ""the"", ""show""]","[""O"", ""O"", ""B-SEAT_NUMBER"", ""O"", ""O"", ""O""]"
give me vip around b12,select_seat,"[""give"", ""me"", ""vip"", ""around"", ""b12""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
