sentence,intent,tokens,BIO_tags
um hey where is my ticket for next friday,check_booking_status,"[""um"", ""hey"", ""where"", ""is"", ""my"", ""ticket"", ""for"", ""next"", ""friday""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-DATE"", ""I-DATE""]"
hey thfre,greeting,"[""hey"", ""thfre""]","[""O"", ""O""]"
hey there,greeting,"[""hey"", ""there""]","[""O"", ""O""]"
give me vip around b12,select_seat,"[""give"", ""me"", ""vip"", ""around"", ""b12""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
tell me the timings for oppenheimer at cinepolis central,check_showtime,"[""tell"", ""me"", ""the"", ""timings"", ""for"", ""oppenheimer"", ""at"", ""cinepolis"", ""central""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
look up my movie booking in kolkata,check_booking_status,"[""look"", ""up"", ""my"", ""movie"", ""booking"", ""in"", ""kolkata""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-CITY""]"
hey please refund my booking for 27 may,cancel_ticket,"[""hey"", ""please"", ""refund"", ""my"", ""booking"", ""for"", ""27"", ""may""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-DATE"", ""I-DATE""]"
find top gun maverick in chennai,search_movie,"[""find"", ""top"", ""gun"", ""maverick"", ""in"", ""chennai""]","[""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-CITY""]"
thanks bye now,goodbye,"[""thanks"", ""bye"", ""now""]","[""O"", ""O""]"
hello,greeting,"[""hello""]","[""O""]"
um cancel the 4 seats in ahmedabad,cancel_ticket,"[""um"", ""cancel"", ""the"", ""4"", ""seats"", ""in"", ""ahmedabad""]","[""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-CITY""]"
is interstellar playng near bengaluru,search_movie,"[""is"", ""interstellar"", ""playng"", ""near"", ""bengaluru""]","[""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
see you later,goodbye,"[""see"", ""you"", ""later""]","[""O"", ""O"", ""O""]"
um i need 3 tickets for top gun maverick this this weekend,book_ticket,"[""um"", ""i"", ""need"", ""3"", ""tickets"", ""for"", ""top"", ""gun"", ""maverick"", ""this"", ""this"", ""weekend""]","[""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-DATE"", ""I-DATE""]"
hey i want b7 for the show,select_seat,"[""hey"", ""i"", ""want"", ""b7"", ""for"", ""the"", ""show""]","[""O"", ""O"", ""O"", ""B-SEAT_NUMBER"", ""O"", ""O"", ""O""]"
show me top gun maverick sessions in pune,search_movie,"[""show"", ""me"", ""top"", ""gun"", ""maverick"", ""sessions"", ""in"", ""pune""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
pls book 6 recliner tickets for interstellar at luxe imax,book_ticket,"[""pls"", ""book"", ""6"", ""recliner"", ""tickets"", ""for"", ""interstellar"", ""at"", ""luxe"", ""imax""]","[""O"", ""O"", ""B-NUM_TICKETS"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
pls is my rservation confirmed for 1 pm,check_booking_status,"[""pls"", ""is"", ""my"", ""rservation"", ""confirmed"", ""for"", ""1"", ""pm""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-TIME"", ""I-TIME""]"
book 2 vip tickts for jawan at raj mandir,book_ticket,"[""book"", ""2"", ""vip"", ""tickts"", ""for"", ""jawan"", ""at"", ""raj"", ""mandir""]","[""O"", ""B-NUM_TICKETS"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
hey there pls,greeting,"[""hey"", ""there"", ""pls""]","[""O"", ""O""]"
thanks bye,goodbye,"[""thanks"", ""bye""]","[""O"", ""O""]"
hey there,greeting,"[""hey"", ""there""]","[""O"", ""O""]"
goodbye,goodbye,"[""goodbye""]","[""O""]"
drop my reervation at mraj cnemas,cancel_ticket,"[""drop"", ""my"", ""reervation"", ""at"", ""mraj"", ""cnemas""]","[""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
um show me showtimes for the batman on 26 may,check_showtime,"[""um"", ""show"", ""me"", ""showtimes"", ""for"", ""the"", ""batman"", ""on"", ""26"", ""may""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-DATE"", ""I-DATE""]"
pls what movies like barbie are running in kolkata,search_movie,"[""pls"", ""what"", ""movies"", ""like"", ""barbie"", ""are"", ""running"", ""in"", ""kolkata""]","[""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""O"", ""B-CITY""]"
is there a imax show of tiger 3 today,check_showtime,"[""is"", ""there"", ""a"", ""imax"", ""show"", ""of"", ""tiger"", ""3"", ""today""]","[""O"", ""O"", ""O"", ""B-SCREEN_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
where is my ticket for this weekend,check_booking_status,"[""where"", ""is"", ""my"", ""ticket"", ""for"", ""this"", ""weekend""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-DATE"", ""I-DATE""]"
can u book kalki 2898 ad for 3 people,book_ticket,"[""can"", ""u"", ""book"", ""kalki"", ""2898"", ""ad"", ""for"", ""3"", ""people""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-NUM_TICKETS"", ""O""]"
when is leo showing at raj mandir,check_showtime,"[""when"", ""is"", ""leo"", ""showing"", ""at"", ""raj"", ""mandir""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
pls is leo playing near bengluru,search_movie,"[""pls"", ""is"", ""leo"", ""playing"", ""near"", ""bengluru""]","[""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
yo thanks bye,goodbye,"[""yo"", ""thanks"", ""bye""]","[""O"", ""O""]"
is there a 3d show of avatar the way of water today,check_showtime,"[""is"", ""there"", ""a"", ""3d"", ""show"", ""of"", ""avatar"", ""the"", ""way"", ""of"", ""water"", ""today""]","[""O"", ""O"", ""O"", ""B-SCREEN_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
cancel the 6 seats in kolkata,cancel_ticket,"[""cancel"", ""the"", ""6"", ""seats"", ""in"", ""kolkata""]","[""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-CITY""]"
choose vip seat b7,select_seat,"[""choose"", ""vip"", ""seat"", ""b7""]","[""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
pick recliner seats near d8,select_seat,"[""pick"", ""recliner"", ""seats"", ""near"", ""d8""]","[""O"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-SEAT_NUMBER""]"
hey there,greeting,"[""hey"", ""there""]","[""O"", ""O""]"
select seat c3,select_seat,"[""select"", ""seat"", ""c3""]","[""O"", ""O"", ""B-SEAT_NUMBER""]"
yo?,greeting,"[""yo"", ""?""]","[""O""]"
show my booking details at wave cinemas,check_booking_status,"[""show"", ""my"", ""booking"", ""details"", ""at"", ""wave"", ""cinemas""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
what movies like barbie are running in pune,search_movie,"[""what"", ""movies"", ""like"", ""barbie"", ""are"", ""running"", ""in"", ""pune""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""O"", ""B-CITY""]"
what movies like oppenheimer are running in kochi,search_movie,"[""what"", ""movies"", ""like"", ""oppenheimer"", ""are"", ""running"", ""in"", ""kochi""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""O"", ""B-CITY""]"
is my reservation confirmed for 11 : 30 am,check_booking_status,"[""is"", ""my"", ""reservation"", ""confirmed"", ""for"", ""11"", "":"", ""30"", ""am""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-TIME"", ""I-TIME"", ""I-TIME"", ""I-TIME""]"
helo,greeting,"[""helo""]","[""O""]"
"hi, need help",greeting,"[""hi"", "","", ""need"", ""help""]","[""O"", ""O"", ""O"", ""O""]"
yo can u book bagbie for 1 people,book_ticket,"[""yo"", ""can"", ""u"", ""book"", ""bagbie"", ""for"", ""1"", ""people""]","[""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-NUM_TICKETS"", ""O""]"
yo,greeting,"[""yo""]","[""O""]"
what movies like kalki 2898 ad are running in bengaluru,search_movie,"[""what"", ""movies"", ""like"", ""kalki"", ""2898"", ""ad"", ""are"", ""running"", ""in"", ""bengaluru""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""O"", ""B-CITY""]"
chek my booking statuz for babie,check_booking_status,"[""chek"", ""my"", ""booking"", ""statuz"", ""for"", ""babie""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME""]"
reserve 4 regular seats in pune,book_ticket,"[""reserve"", ""4"", ""regular"", ""seats"", ""in"", ""pune""]","[""O"", ""B-NUM_TICKETS"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-CITY""]"
pls what time does the batman start in chenai,check_showtime,"[""pls"", ""what"", ""time"", ""does"", ""the"", ""batman"", ""start"", ""in"", ""chenai""]","[""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
yo,greeting,"[""yo""]","[""O""]"
cancel my spider man no way home booking at carnival city mall,cancel_ticket,"[""cancel"", ""my"", ""spider"", ""man"", ""no"", ""way"", ""home"", ""booking"", ""at"", ""carnival"", ""city"", ""mall""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
pls tell me the timings for the batman at raj mandir,check_showtime,"[""pls"", ""tell"", ""me"", ""the"", ""timings"", ""for"", ""the"", ""batman"", ""at"", ""raj"", ""mandir""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
um where is my ticket for next friday,check_booking_status,"[""um"", ""where"", ""is"", ""my"", ""ticket"", ""for"", ""next"", ""friday""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-DATE"", ""I-DATE""]"
see you later,goodbye,"[""see"", ""you"", ""later""]","[""O"", ""O"", ""O""]"
see you later,goodbye,"[""see"", ""you"", ""later""]","[""O"", ""O"", ""O""]"
yo,greeting,"[""yo""]","[""O""]"
hey show me showtimes for spider man no way home on this weekend,check_showtime,"[""hey"", ""show"", ""me"", ""showtimes"", ""for"", ""spider"", ""man"", ""no"", ""way"", ""home"", ""on"", ""this"", ""weekend""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-DATE"", ""I-DATE""]"
when is jawan showing at raj mandir,check_showtime,"[""when"", ""is"", ""jawan"", ""showing"", ""at"", ""raj"", ""mandir""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
um pls give me recliner arond b12,select_seat,"[""um"", ""pls"", ""give"", ""me"", ""recliner"", ""arond"", ""b12""]","[""O"", ""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
please refund my booking for this evening,cancel_ticket,"[""please"", ""refund"", ""my"", ""booking"", ""for"", ""this"", ""evening""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-DATE"", ""I-DATE""]"
um i want a11 for the show,select_seat,"[""um"", ""i"", ""want"", ""a11"", ""for"", ""the"", ""show""]","[""O"", ""O"", ""B-SEAT_NUMBER"", ""O"", ""O"", ""O""]"
um i want to cncl tickets for barbie today pls,cancel_ticket,"[""um"", ""i"", ""want"", ""to"", ""cncl"", ""tickets"", ""for"", ""barbie"", ""today"", ""pls""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O""]"
goodbye,goodbye,"[""goodbye""]","[""O""]"
yo can u book avatar the way of water for 1 people,book_ticket,"[""yo"", ""can"", ""u"", ""book"", ""avatar"", ""the"", ""way"", ""of"", ""water"", ""for"", ""1"", ""people""]","[""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-NUM_TICKETS"", ""O""]"
hey there,greeting,"[""hey"", ""there""]","[""O"", ""O""]"
is there a imax show of top gun maverick today,check_showtime,"[""is"", ""there"", ""a"", ""imax"", ""show"", ""of"", ""top"", ""gun"", ""maverick"", ""today""]","[""O"", ""O"", ""O"", ""B-SCREEN_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
look up my movie booking in kolkata,check_booking_status,"[""look"", ""up"", ""my"", ""movie"", ""booking"", ""in"", ""kolkata""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-CITY""]"
good morning,greeting,"[""good"", ""morning""]","[""O"", ""O""]"
yo i want to cncl tickets for barpie today,cancel_ticket,"[""yo"", ""i"", ""want"", ""to"", ""cncl"", ""tickets"", ""for"", ""barpie"", ""today""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O""]"
um is leo playing near mumbai,search_movie,"[""um"", ""is"", ""leo"", ""playing"", ""near"", ""mumbai""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
hey book 3 recliner tickets for jawan at inox city center,book_ticket,"[""hey"", ""book"", ""3"", ""recliner"", ""tickets"", ""for"", ""jawan"", ""at"", ""inox"", ""city"", ""center""]","[""O"", ""O"", ""B-NUM_TICKETS"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
um book 1 balcony tickets for barbie at luxe imax,book_ticket,"[""um"", ""book"", ""1"", ""balcony"", ""tickets"", ""for"", ""barbie"", ""at"", ""luxe"", ""imax""]","[""O"", ""O"", ""B-NUM_TICKETS"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
yo i want to caxcel ticets for the batman tday,cancel_ticket,"[""yo"", ""i"", ""want"", ""to"", ""caxcel"", ""ticets"", ""for"", ""the"", ""batman"", ""tday""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
um yo is there a dolby show of the batman today,check_showtime,"[""um"", ""yo"", ""is"", ""there"", ""a"", ""dolby"", ""show"", ""of"", ""the"", ""batman"", ""today""]","[""O"", ""O"", ""O"", ""O"", ""B-SCREEN_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
bye and thanks,goodbye,"[""bye"", ""and"", ""thanks""]","[""O"", ""O"", ""O""]"
yo i want to cancel tickes for interstellar today,cancel_ticket,"[""yo"", ""i"", ""want"", ""to"", ""cancel"", ""tickes"", ""for"", ""interstellar"", ""today""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O""]"
